stock1,stock2,edge,z_score,p_target,signal,weight,capital
KIM,NCLH,1.4969926500520865,-2.661506553655145,0.7341944385587766,LONG_SPREAD,0.009511392132057825,951.1392132057825
KIM,KKR,1.336591284285639,-1.9462707609443397,0.9561282093365198,LONG_SPREAD,0.008492255339188978,849.2255339188978
KIM,LYV,1.208586506689291,-1.82568279279002,0.9531614855597084,LONG_SPREAD,0.007678955665036701,767.8955665036701
KIM,NTAP,1.0861269028761462,-1.695321612606934,0.9563221161076848,LONG_SPREAD,0.00690088817608628,690.088817608628
BEN,NDAQ,1.0843483498957107,-1.9367493945115168,0.8590395821536777,LONG_SPREAD,0.006889587843500163,688.9587843500163
F,UDR,1.0757049068703797,1.6605013564734037,0.9660814201587904,SHORT_SPREAD,0.006834670288639647,683.4670288639647
KIM,MAS,1.048954115526091,-1.5520969244204306,0.9987428764422642,LONG_SPREAD,0.006664704680385302,666.4704680385303
KIM,META,1.0072206356248516,-1.5721553513277755,0.9740261137188304,LONG_SPREAD,0.00639954406495928,639.954406495928
KIM,SNPS,0.9874649883830316,-1.5939100330673732,0.9574219821262634,LONG_SPREAD,0.0062740232698284435,627.4023269828443
AES,LNT,0.9745463826659494,1.806980176200848,0.8670264825860405,SHORT_SPREAD,0.006191942756760902,619.1942756760902
KIM,OXY,0.9500052937187712,-1.47715790102335,0.9891389570781683,LONG_SPREAD,0.006036016860721132,603.6016860721132
DOC,ROL,0.9199376805431744,-1.5419713410490912,0.9511865357976332,LONG_SPREAD,0.005844977272531985,584.4977272531985
KIM,MTCH,0.9082864640982384,-1.4712739811023283,0.974804993198364,LONG_SPREAD,0.0057709493282936414,577.0949328293641
F,MKC,0.903709849920482,1.5410762842359351,0.9450534262738186,SHORT_SPREAD,0.005741871047862363,574.1871047862363
KIM,VST,0.90078114741335,-1.5203577772322956,0.9521693480724216,LONG_SPREAD,0.0057232630486965,572.32630486965
KIM,MCD,0.8945704819631431,-1.5726069593276832,0.928785409054184,LONG_SPREAD,0.005683802551348109,568.3802551348109
AMCR,HII,0.8628591074265574,1.3629204526796908,0.9999754618987466,SHORT_SPREAD,0.0054823190515770675,548.2319051577067
F,PWR,0.8537635264870173,1.361273536533675,0.9969959959813368,SHORT_SPREAD,0.005424528763173295,542.4528763173295
KIM,PTC,0.8491552282033458,-1.3938800823985966,0.9821100583218996,LONG_SPREAD,0.005395249172497975,539.5249172497975
AES,MOH,0.8415667662116197,1.6223735666800554,0.8876772798126258,SHORT_SPREAD,0.0053470346153456656,534.7034615345666
CAG,PLTR,0.8396589118889806,-1.841640530246284,0.7992073526570788,LONG_SPREAD,0.005334912745146215,533.4912745146215
KIM,NKE,0.827512205804567,-1.3380589957036575,0.9957812840403636,LONG_SPREAD,0.0052577366249577226,525.7736624957722
KMI,NOW,0.8251110029060389,1.6888428820956358,0.8545072483241613,SHORT_SPREAD,0.005242480182412236,524.2480182412236
AMCR,DGX,0.8239637626189034,-1.3274355058320146,0.9986113027147556,LONG_SPREAD,0.005235191000170586,523.5191000170586
HST,USB,0.8139307193178383,-1.3139606134835595,0.9999880423337116,LONG_SPREAD,0.005171444388514861,517.144438851486
KIM,NVR,0.8117877670009959,-1.3289400498167585,0.993139086873695,LONG_SPREAD,0.005157828784052754,515.7828784052754
AES,EVRG,0.8115063770369338,1.7104201742884964,0.840434481099375,SHORT_SPREAD,0.005156040926049492,515.6040926049492
AES,D,0.8022309339759706,1.797997805985174,0.8016932511963186,SHORT_SPREAD,0.005097107853700522,509.7107853700522
KHC,TAP,0.7941468670219648,-1.5981324829256112,0.8784057536385415,LONG_SPREAD,0.005045744387875433,504.5744387875433
F,NVDA,0.7870920698671579,1.3179687585188724,0.9876493245393142,SHORT_SPREAD,0.005000920559148445,500.09205591484454
AES,XYL,0.7772244829117962,1.97276339277464,0.7217844360548625,SHORT_SPREAD,0.004938225201942545,493.82252019425454
F,HII,0.7688609529442547,-1.2688628945512546,0.9999992233572,LONG_SPREAD,0.0048850861213153044,488.50861213153047
KMI,PYPL,0.7641290562023794,1.3921745037108904,0.9487818209965956,SHORT_SPREAD,0.004855021227249981,485.5021227249981
AES,NI,0.7611374522066674,1.5380277589572564,0.8892438772997644,SHORT_SPREAD,0.004836013572999937,483.60135729999365
KIM,TSN,0.7542030002983019,-1.3754616128680262,0.9514965549721104,LONG_SPREAD,0.004791954377840184,479.1954377840184
KIM,YUM,0.7506732216168513,-1.351871979323261,0.959520496917436,LONG_SPREAD,0.004769527341089211,476.95273410892105
KIM,SW,0.746864668913119,-1.2511869412179493,0.998271091078068,LONG_SPREAD,0.004745329067156773,474.53290671567726
INVH,WDC,0.7376613417618256,1.687756377994849,0.8199619855067907,SHORT_SPREAD,0.004686854195251076,468.68541952510753
CNP,ODFL,0.7322699655256754,1.7318754014221078,0.800157825641427,SHORT_SPREAD,0.00465259918838,465.25991883800003
AES,WYNN,0.7317049101013579,1.3692666879122537,0.9449752888756418,SHORT_SPREAD,0.004649009014629419,464.90090146294193
HBAN,NXPI,0.7027965464587502,1.2239812659315576,0.991526112210877,SHORT_SPREAD,0.00446533491142564,446.533491142564
FE,XEL,0.6998681623753114,1.6100997795017475,0.8359073531494255,SHORT_SPREAD,0.0044467289354177455,444.67289354177456
PCG,SJM,0.6757613402640352,1.3664633350509137,0.9237192020852486,SHORT_SPREAD,0.004293562226048711,429.3562226048711
CAG,HOOD,0.6602719266458162,-1.6120591620541662,0.81928510583666,LONG_SPREAD,0.0041951476568032366,419.51476568032365
INVH,TER,0.6518700679702124,1.6049403910270088,0.8187718707772814,SHORT_SPREAD,0.004141765048345527,414.1765048345527
KIM,SWKS,0.6489665804492843,-1.1564645106253613,0.9970008279295692,LONG_SPREAD,0.004123317256794164,412.33172567941637
HST,PNW,0.6464009729414536,1.3991167792654535,0.8989136774704,SHORT_SPREAD,0.004107016242181245,410.70162421812455
HST,VLO,0.6457715620196149,1.1748675972899891,0.9883615858918504,SHORT_SPREAD,0.0041030171750585055,410.30171750585055
HST,MDT,0.6452339354811638,1.2527789795978816,0.9569819823533128,SHORT_SPREAD,0.004099601275302664,409.9601275302664
AES,PLTR,0.6442866603058545,1.5694704140137037,0.8299264985168603,SHORT_SPREAD,0.0040935826047039684,409.35826047039683
PCG,ULTA,0.6426811476890177,1.33772328473152,0.9219831451829992,SHORT_SPREAD,0.004083381712888521,408.33817128885215
NI,RTX,0.6301713963268147,-1.580798718544345,0.8197490711129879,LONG_SPREAD,0.00400389892406099,400.38989240609897
AES,IBKR,0.6205011412612487,1.501990216434922,0.8474043699305306,SHORT_SPREAD,0.003942457347883299,394.2457347883299
AES,AEP,0.6116126202557317,1.3103490652026335,0.9205054220212392,SHORT_SPREAD,0.0038859826492569816,388.5982649256982
PCG,WFC,0.6065864590171196,1.3450672280881368,0.9046076923715932,SHORT_SPREAD,0.0038540480967007443,385.4048096700744
PCG,PNC,0.6043871919762904,1.235262802953766,0.9476497556090098,SHORT_SPREAD,0.0038400746872603517,384.00746872603514
KIM,ROL,0.6026481239019564,-1.1473626558455197,0.9821141872225748,LONG_SPREAD,0.0038290252286015147,382.90252286015146
PCG,TPR,0.598316513924522,1.311888064174014,0.9145713799002032,SHORT_SPREAD,0.0038015036231633854,380.15036231633854
CNP,TGT,0.595439418512759,1.4910445138939912,0.8417579618475071,SHORT_SPREAD,0.0037832235182733106,378.32235182733103
PCG,ROK,0.5938140230480324,1.2631107232825205,0.9322813199062048,SHORT_SPREAD,0.0037728962974722304,377.28962974722305
PCG,SYF,0.5923937093321726,1.2397357169963985,0.9410631969343096,SHORT_SPREAD,0.0037638720977197383,376.3872097719738
HBAN,MCO,0.5878884203208526,1.1133026016423102,0.989834327471417,SHORT_SPREAD,0.003735246993612898,373.5246993612898
GEN,SPGI,0.58708360082778,-1.7795352640613151,0.723019334706586,LONG_SPREAD,0.0037301334389178422,373.01334389178425
CNP,UPS,0.5867705120871348,1.6987238502414586,0.7552186647382705,SHORT_SPREAD,0.003728144177458005,372.8144177458005
CAG,GE,0.5840514208142322,1.2313616312410098,0.941075915829289,SHORT_SPREAD,0.0037108679781803844,371.08679781803846
PCG,RF,0.578096777039415,1.2176856053561438,0.9441644686733084,SHORT_SPREAD,0.0036730341571879883,367.3034157187988
AES,AVGO,0.577385413916836,1.284403021382442,0.9171929570137576,SHORT_SPREAD,0.0036685143931083856,366.85143931083854
AES,MPWR,0.57618461396647,1.2217740053849877,0.941764243432593,SHORT_SPREAD,0.003660884910625831,366.0884910625831
AES,HSY,0.569078731789123,1.5610251704388938,0.8032214245400917,SHORT_SPREAD,0.003615736504699725,361.5736504699725
KHC,PLTR,0.5654712351620166,-1.5473616789165534,0.8072438224981853,LONG_SPREAD,0.0035928156740368013,359.2815674036801
AES,ETR,0.5611616564730586,1.1405016139244315,0.9682640170194508,SHORT_SPREAD,0.003565434048059404,356.5434048059404
PCG,TXT,0.5597919739128145,1.2104739220208014,0.9397272207568051,SHORT_SPREAD,0.0035567315417869326,355.67315417869327
HST,QCOM,0.5593236301356505,1.0964528282597337,0.9851483207503668,SHORT_SPREAD,0.0035537558415942414,355.37558415942414
KIM,LIN,0.5588601046636025,-1.0747409442526097,0.9936476641643972,LONG_SPREAD,0.0035508107553056134,355.08107553056135
PCG,STT,0.5537585985728809,1.218314000535351,0.934177839215012,SHORT_SPREAD,0.00351839748668252,351.839748668252
CAG,ULTA,0.5516510880869241,1.6448370773658425,0.7627256042884327,SHORT_SPREAD,0.0035050070677959204,350.50070677959206
KIM,UHS,0.5513240058191162,-1.1093886055669218,0.9767741601008778,LONG_SPREAD,0.0035029288961305784,350.2928896130578
AES,NVDA,0.5495206504203554,1.188317568100214,0.9444812329280564,SHORT_SPREAD,0.0034914709772486912,349.1470977248691
GEN,SNPS,0.5452382614394572,-1.4769875114850488,0.8273002999817634,LONG_SPREAD,0.0034642621056100035,346.42621056100035
AES,UDR,0.5362890293070618,1.3554970565463362,0.8723167891042902,SHORT_SPREAD,0.003407401668727389,340.7401668727389
CAG,JCI,0.5357790979960267,1.1802736164086371,0.942202192634956,SHORT_SPREAD,0.0034041617352116834,340.41617352116833
KIM,TRV,0.5300714881348649,-1.0808565452875163,0.9796859771389392,LONG_SPREAD,0.0033678974853341564,336.78974853341566
AES,CBRE,0.5230042619807241,1.232408633999326,0.9162382511925592,SHORT_SPREAD,0.0033229946868898025,332.29946868898026
AES,CBOE,0.5227379857252747,1.2785778241776875,0.8976640646190349,SHORT_SPREAD,0.0033213028563514584,332.13028563514587
PFE,PFG,0.5222889986700814,-1.150956867194494,0.948532852590235,LONG_SPREAD,0.0033184501423157457,331.84501423157457
KIM,NWS,0.521283594452176,-1.033637344827954,0.9950584998496887,LONG_SPREAD,0.0033120621391632982,331.20621391632983
LNT,ETR,0.519035482994811,-1.2498643726252592,0.9076684441478208,LONG_SPREAD,0.0032977783885872174,329.77783885872174
AES,STZ,0.5137001763649537,1.245902534666214,0.907119056679496,SHORT_SPREAD,0.003263879629298336,326.3879629298336
GEN,TXN,0.5089963276594467,-1.307954466669998,0.8804167443957794,LONG_SPREAD,0.003233992943103589,323.39929431035887
KMI,ZBRA,0.5048911613370574,1.0677658725058956,0.9748501155324648,SHORT_SPREAD,0.0032079100851428607,320.7910085142861
INVH,LRCX,0.5020342504124466,1.398534634625285,0.8413998463148646,SHORT_SPREAD,0.0031897582257537135,318.97582257537135
KIM,NWSA,0.5015070415919751,-1.0065977093686145,0.9979637328893444,LONG_SPREAD,0.003186408516704167,318.6408516704167
F,WELL,0.496106143589101,1.000066745349625,0.9984157592957904,SHORT_SPREAD,0.003152093011702324,315.2093011702324
KMI,VTR,0.4947129490123385,1.0801823262614063,0.9658122491003728,SHORT_SPREAD,0.0031432411179168848,314.3241117916885
AES,EQR,0.4854493482001265,1.209626917547754,0.910328972260949,SHORT_SPREAD,0.0030843832872677283,308.43832872677285
PCG,LUV,0.4806959412354979,1.11629635714632,0.9457598336356712,SHORT_SPREAD,0.0030541817244195313,305.4181724419531
CMCSA,PAYX,0.4798729570897003,1.531169967726823,0.779481195745151,SHORT_SPREAD,0.0030489527575779936,304.89527575779937
KIM,TTD,0.4587112647659339,-0.9718266033239676,0.9947538645767864,LONG_SPREAD,0.00291449842083673,291.449842083673
PCG,TKO,0.4508813424438189,1.096032715255215,0.9419394508754416,SHORT_SPREAD,0.002864749705259137,286.4749705259137
CNP,IEX,0.4477359361820875,1.476698991974181,0.7884147776831626,SHORT_SPREAD,0.0028447648426955722,284.4764842695572
AES,GILD,0.4449142897725186,1.1845707298235535,0.904137423979586,SHORT_SPREAD,0.002826837042276185,282.68370422761853
KMI,TTD,0.4439827294547634,1.0007280514651629,0.9773018711958402,SHORT_SPREAD,0.002820918218642331,282.0918218642331
PCG,WAB,0.4391264575896312,1.0578950671106402,0.9524925561915965,SHORT_SPREAD,0.002790063086516235,279.0063086516235
PFE,TFC,0.4352442709696515,-1.0388047817382604,0.9585757956925564,LONG_SPREAD,0.0027653969672329034,276.5396967232903
KMI,SWKS,0.4346886632273583,0.9762095637696578,0.9833916397830802,SHORT_SPREAD,0.0027618668209036116,276.18668209036116
KIM,TSCO,0.433646132481797,-0.9388221059253165,0.9979296106225922,LONG_SPREAD,0.002755242928174135,275.5242928174135
PCG,PSA,0.4331977898312356,1.037252036758289,0.9583783012291788,SHORT_SPREAD,0.00275239430847058,275.239430847058
NI,TPR,0.4249750491978377,-1.2030319758532544,0.8887772293378333,LONG_SPREAD,0.0027001497563268325,270.0149756326833
CNP,TRGP,0.4208481814052991,2.053345516825734,0.5470010658318261,SHORT_SPREAD,0.0026739290144610467,267.3929014461047
AES,GD,0.4198359791979342,0.9536455281887972,0.9864761804036548,SHORT_SPREAD,0.0026674978191503365,266.7497819150337
PCG,TFC,0.419059827628349,1.022418827987397,0.9586563998563808,SHORT_SPREAD,0.0026625664108819126,266.25664108819126
KMI,TPL,0.4189327305390558,1.018472048879498,0.9601842726638232,SHORT_SPREAD,0.0026617588783565734,266.17588783565736
AES,TEL,0.4171239284652799,0.9542893204179508,0.9851338432189316,SHORT_SPREAD,0.0026502663531178133,265.0266353117813
NI,TPL,0.4157180115858132,-1.9327905263701408,0.593170994086269,LONG_SPREAD,0.0026413336260631935,264.13336260631934
AES,APP,0.4093389119287395,1.098649557381132,0.9242757418190428,SHORT_SPREAD,0.002600802953928102,260.0802953928102
PCG,RL,0.4080319859483364,1.0213108451255908,0.9546884563290984,SHORT_SPREAD,0.0025924991820380026,259.24991820380023
PCG,USB,0.4078343095698145,1.0038906201041906,0.9615774757862496,SHORT_SPREAD,0.0025912432122432933,259.1243212243293
CAG,HWM,0.4036467097378247,0.9619031458111952,0.9766974255706518,SHORT_SPREAD,0.0025646365992496967,256.46365992496965
D,GE,0.4029851134381478,-1.6039142982562773,0.7196283260727482,LONG_SPREAD,0.002560433036968261,256.0433036968261
PFE,TMO,0.4020105935160356,-0.978627600925936,0.9693531970360398,LONG_SPREAD,0.002554241262333035,255.42412623330353
CPB,PWR,0.4006099802708355,-1.5224191695816962,0.7512763242756557,LONG_SPREAD,0.0025453422328020696,254.53422328020696
CMCSA,WDC,0.397391158844011,1.8692332871201005,0.6112631486895642,SHORT_SPREAD,0.0025248909147595044,252.48909147595043
O,SO,0.3959808566720517,1.1872401381558653,0.8834962874064746,SHORT_SPREAD,0.0025159303250186457,251.59303250186457
KMI,PAYC,0.3959571613652988,0.9776605816451774,0.9673186318880486,SHORT_SPREAD,0.0025157797729406456,251.57797729406457
KIM,ZBRA,0.3928633749256626,-0.892903702880287,0.9999838688181504,LONG_SPREAD,0.002496122885514245,249.6122885514245
CNP,RVTY,0.392176165242243,1.2971438093690013,0.8380129423492967,SHORT_SPREAD,0.0024917565843331916,249.17565843331914
